HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\DOOM0066612/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_hdd0/ -> ./dev_hdd0/
LDR: ! /dev_hdd1/ -> ./dev_hdd1/
LDR: ! /dev_flash/ -> ./dev_flash/
LDR: ! /dev_usb000/ -> ./dev_usb000/
LDR: ! /dev_usb/ -> ./dev_usb000/
LDR: ! /app_home/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\DOOM0066612/
LDR: ! /dev_bdvd/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\DOOM0066612//../
LDR: ! /host_root/ -> 
LDR: ! /app_home/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\DOOM0066612//USRDIR/
LDR: ! /dev_flash2/ -> ./dev_flash2/
LDR: ! /app_home/Game/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\DOOM0066612//USRDIR/
LDR: ! //dev_hdd0/ -> ./dev_hdd0/
LDR: ! / -> D:\Emulateurs\Rpcs3\dev_hdd0\game\DOOM0066612//USRDIR/
LDR: !  
LDR: ! Title: PS3DOOM
LDR: ! Serial: DOOM00666
LDR: !  
MEM: ! Initializing memory: m_base_addr = 0xdcad240000
MEM: ! Memory initialized.
LDR: W ElfProgram different load addrs: paddr=0x00090008, vaddr=0x00000000
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_usb006/ps3doom/doom.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_usb006/ps3doom/doom.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_usb006/ps3doom/doom1.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_usb006/ps3doom/doom1.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_usb007/ps3doom/doom2.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_usb007/ps3doom/doom2.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_usb007/ps3doom/plutonia.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_usb007/ps3doom/plutonia.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_usb007/ps3doom/tnt.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_usb007/ps3doom/tnt.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_usb007/ps3doom/doom.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_usb007/ps3doom/doom.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_usb007/ps3doom/doom1.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_usb007/ps3doom/doom1.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_cf/ps3doom/doom2.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_cf/ps3doom/doom2.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_cf/ps3doom/plutonia.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_cf/ps3doom/plutonia.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_cf/ps3doom/tnt.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_cf/ps3doom/tnt.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_cf/ps3doom/doom.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_cf/ps3doom/doom.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_cf/ps3doom/doom1.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_cf/ps3doom/doom1.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_sd/ps3doom/doom2.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_sd/ps3doom/doom2.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_sd/ps3doom/plutonia.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_sd/ps3doom/plutonia.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_sd/ps3doom/tnt.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_sd/ps3doom/tnt.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_sd/ps3doom/doom.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_sd/ps3doom/doom.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_sd/ps3doom/doom1.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_sd/ps3doom/doom1.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_ms/ps3doom/doom2.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_ms/ps3doom/doom2.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_ms/ps3doom/plutonia.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_ms/ps3doom/plutonia.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_ms/ps3doom/tnt.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_ms/ps3doom/tnt.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_ms/ps3doom/doom.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_ms/ps3doom/doom.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_ms/ps3doom/doom1.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_ms/ps3doom/doom1.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_hdd0/game/DOOM00666/USRDIR/doom2.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_hdd0/game/DOOM00666/USRDIR/plutonia.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_hdd0/game/DOOM00666/USRDIR/plutonia.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_hdd0/game/DOOM00666/USRDIR/tnt.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat: "/dev_hdd0/game/DOOM00666/USRDIR/tnt.wad" not found.
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_hdd0/game/DOOM00666/USRDIR/doom.wad", sb_addr=0xd000f040)
HLE: W {PPU[1] Thread (CPUThread)[0x0004c150]} sys_fs warning: cellFsStat(path="/dev_hdd0/game/DOOM00666/USRDIR/doom1.wad", sb_addr=0xd000f040)
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} New FBO (1280x720)
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} FP not found in buffer!
RSX: W {RSXThread} VP not found in buffer!
RSX: ! {RSXThread} Add program (0):
RSX: ! {RSXThread} *** prog id = 3
RSX: ! {RSXThread} *** vp id = 2
RSX: ! {RSXThread} *** fp id = 1
RSX: ! {RSXThread} *** vp data size = 48
RSX: ! {RSXThread} *** fp data size = 32
RSX: ! {RSXThread} *** vp shader = 
#version 330

uniform mat4 scaleOffsetMat = mat4(1.0);
vec4 dst_reg0 = vec4(0.0f, 0.0f, 0.0f, 1.0f);
vec4 dst_reg7 = vec4(0.0);
vec4 dst_reg8 = vec4(0.0);
layout (location = 0) in vec4 in_pos;
layout (location = 8) in vec4 in_tc0;
layout (location = 9) in vec4 in_tc1;
out vec4 tc0;
out vec4 tc1;

void func0();

void main()
{
	func0();
	gl_Position = dst_reg0;
	tc0 = dst_reg7;
	tc1 = dst_reg8;
	gl_Position = gl_Position * scaleOffsetMat;
}

void func0()
{
	dst_reg0 = in_pos;
	dst_reg7 = in_tc0;
	dst_reg8 = in_tc1;
}

RSX: ! {RSXThread} *** fp shader = 
#version 330

vec4 r0 = vec4(0.0, 0.0, 0.0, 0.0);
vec4 h0 = vec4(0.0, 0.0, 0.0, 0.0);
uniform sampler2D tex0;
in vec4 tc0;
layout (location = 0) out vec4 ocol0;

void main()
{
	r0 = texture(tex0, tc0.xy);
	h0 = r0;
	ocol0 = h0;
}

RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 309
RSX: W {RSXThread} TODO: NV4097_SET_ZMIN_MAX_CONTROL: cullNearFarEnable=0, zclampEnable=1, cullIgnoreW=1
