HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES01364-[Family Game Night 4]/PS3_GAME/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_hdd0/ -> ./dev_hdd0/
LDR: ! /dev_hdd1/ -> ./dev_hdd1/
LDR: ! /dev_flash/ -> ./dev_flash/
LDR: ! /dev_usb000/ -> ./dev_usb000/
LDR: ! /dev_usb/ -> ./dev_usb000/
LDR: ! /app_home/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES01364-[Family Game Night 4]/PS3_GAME/
HLE: W {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x41a4e8, attr_addr=0xd000f800)
HLE: ! {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex : *** lwmutex created [] (attribute=0x12): sq_id = 27
TTY: ---->Game is licensed!
HLE: E {PPU[26] Thread (QueryLicense)[0x7ff6001bea44]} sys_ppu_thread TODO: sys_ppu_thread_detach(thread_id=26)
HLE: W {PPU[1] Thread (CPUThread)[0x7ff6001b9c80]} sys_mutex warning: *** mutex created [BFManag] (protocol=0x2, recursive=true): id = 28
HLE: W {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3014afc8, attr_addr=0xd000f8b0)
HLE: ! {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex : *** lwmutex created [] (attribute=0x12): sq_id = 29
HLE: E {PPU[1] Thread (CPUThread)[0xe7003028c0]} sys_fs error: "blockfiles/setup.blk" not found! flags: 0x00000000
HLE: E {PPU[1] Thread (CPUThread)[0xe7003028c0]} sys_fs error: "/dev_bdvd/PS3_GAME/USRDIR/blockfiles/setup.blk" not found! flags: 0x00000000
HLE: ! {PPU[1] Thread (CPUThread)[0xe7003028c0]} sys_fs : "/dev_bdvd/PS3_GAME/USRDIR/fsps3/blockfiles/setup.blk" opened: fd = 30
HLE: W {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3014b110, attr_addr=0x338650)
HLE: ! {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex : *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 31
HLE: W {PPU[1] Thread (CPUThread)[0xe700302838]} sys_fs warning: cellFsClose(fd=30)
HLE: W {PPU[1] Thread (CPUThread)[0x7ff6004800b8]} sys_lwmutex warning: sys_lwmutex_destroy(lwmutex_addr=0x3014b110)
TTY: Loading BlockFile 'blockfiles/setup.blk'...Success
HLE: W {PPU[1] Thread (CPUThread)[0xe700466064]} cellSysutil warning: cellSysutilGetSystemParamString: CELL_SYSUTIL_SYSTEMPARAM_ID_CURRENT_USERNAME
HLE: W {PPU[1] Thread (CPUThread)[0xe700476028]} cellNetCtl warning: cellNetCtlInit()
HLE: W {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x3e6700, attr_addr=0xd000f4b4)
HLE: ! {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex : *** lwmutex created [] (attribute=0x12): sq_id = 32
HLE: W {PPU[1] Thread (CPUThread)[0xe7004640f4]} cellGcmSys warning: cellGcmInitDefaultFifoMode(mode=1)
HLE: W {PPU[1] Thread (CPUThread)[0xe700464010]} cellGcmSys warning: _cellGcmInitBody(context_addr=0x41a358, cmdSize=0x7ff000, ioSize=0x800000, ioAddress=0x30e00000)
HLE: W {PPU[1] Thread (CPUThread)[0xe700464010]} cellGcmSys warning: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[1] Thread (CPUThread)[0xe700464010]} cellGcmSys warning: cellGcmInit(): 256MB io address space used
HLE: W {PPU[1] Thread (CPUThread)[0xe700464010]} cellGcmSys warning: cellGcmMapEaIoAddress(ea=0x30e00000, io=0x0, size=0x800000)
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[1] Thread (CPUThread)[0xe700466010]} cellSysutil warning: cellVideoOutConfigure(videoOut=0, config_addr=0xd000f4a4, option_addr=0x0, waitForEvent=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0xe70046404c]} cellGcmSys warning: cellGcmSetFlipMode(mode=2)
HLE: W {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x30d6b7e0, attr_addr=0xd000f340)
HLE: ! {PPU[1] Thread (CPUThread)[0x7ff600480034]} sys_lwmutex : *** lwmutex created [] (attribute=0x12): sq_id = 33
HLE: E {PPU[1] Thread (CPUThread)[0xe70047e004]} cellAvconfExt TODO: cellVideoOutSetGamma
HLE: W {PPU[1] Thread (CPUThread)[0xe7004640a0]} cellGcmSys warning: cellGcmMapMainMemory(ea=0x31700000,size=0x100000,offset_addr=0xd000ed64)
HLE: W {PPU[1] Thread (CPUThread)[0xe7004640dc]} cellGcmSys warning: cellGcmSetDefaultCommandBuffer()
HLE: W {PPU[1] Thread (CPUThread)[0xe7004640e8]} cellGcmSys warning: cellGcmSetTileInfo(index=0, location=0, offset=11075584, size=7536640, pitch=10240, comp=0, base=0, bank=0)
HLE: W {PPU[1] Thread (CPUThread)[0xe700464040]} cellGcmSys warning: cellGcmBindTile(index=0)
HLE: W {PPU[1] Thread (CPUThread)[0xe7004640e8]} cellGcmSys warning: cellGcmSetTileInfo(index=1, location=0, offset=18612224, size=7536640, pitch=10240, comp=0, base=0, bank=0)
HLE: W {PPU[1] Thread (CPUThread)[0xe700464040]} cellGcmSys warning: cellGcmBindTile(index=1)
HLE: W {PPU[1] Thread (CPUThread)[0xe7004640e8]} cellGcmSys warning: cellGcmSetTileInfo(index=2, location=0, offset=26148864, size=7536640, pitch=10240, comp=0, base=0, bank=0)
HLE: W {PPU[1] Thread (CPUThread)[0xe700464040]} cellGcmSys warning: cellGcmBindTile(index=2)
HLE: W {PPU[1] Thread (CPUThread)[0xe7004640c4]} cellGcmSys warning: cellGcmUnbindZcull(index=0)
HLE: W {PPU[1] Thread (CPUThread)[0xe700464094]} cellGcmSys warning: cellGcmBindZcull(index=0)
HLE: W {PPU[1] Thread (CPUThread)[0xe7004640dc]} cellGcmSys warning: cellGcmSetDefaultCommandBuffer()
RSX: W {RSXThread} TODO: NV4097_SET_WINDOW_OFFSET: x=0, y=0
RSX: W {RSXThread} TODO: NV4097_SET_ANTI_ALIASING_CONTROL: 0xffff0000
RSX: W {RSXThread} New FBO (1280x720)
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_INPUT_MASK: 0x9
RSX: W {RSXThread} NV4097_INVALIDATE_L2: 0x1
RSX: W {RSXThread} NV4097_SET_VERTEX_ATTRIB_OUTPUT_MASK: 0x25
RSX: E {RSXThread} TODO: CELL_GCM_NV4097_INLINE_ARRAY(0x0, 0x0, 0x0, 0xff000000, 0x44a00000, 0x0, 0x0, 0xff000000, 0x44a00000, 0x44340000, 0x0, 0xff000000, 0x0, 0x44340000, 0x0, 0xff000000)
RSX: W {RSXThread} FP not found in buffer!
RSX: W {RSXThread} VP not found in buffer!
RSX: ! {RSXThread} Add program (0):
RSX: ! {RSXThread} *** prog id = 3
RSX: ! {RSXThread} *** vp id = 2
RSX: ! {RSXThread} *** fp id = 1
RSX: ! {RSXThread} *** vp data size = 80
RSX: ! {RSXThread} *** fp data size = 16
RSX: ! {RSXThread} *** vp shader = 
#version 330

uniform mat4 scaleOffsetMat = mat4(1.0);
vec4 dst_reg1 = vec4(0.0);
vec4 dst_reg0 = vec4(0.0f, 0.0f, 0.0f, 1.0f);
layout (location = 3) in vec4 in_diff_color;
layout (location = 0) in vec4 in_pos;
uniform vec4 vc[468];
out vec4 diff_color;

void func0();

void main()
{
	func0();
	gl_Position = dst_reg0;
	diff_color = dst_reg1;
	gl_Position = gl_Position * scaleOffsetMat;
}

void func0()
{
	dst_reg1 = in_diff_color;
	dst_reg0.w = vec4(dot(in_pos, vc[3])).w;
	dst_reg0.z = vec4(dot(in_pos, vc[2])).z;
	dst_reg0.y = vec4(dot(in_pos, vc[1])).y;
	dst_reg0.x = vec4(dot(in_pos, vc[0])).x;
}

RSX: ! {RSXThread} *** fp shader = 
#version 330

vec4 r0 = vec4(0.0, 0.0, 0.0, 0.0);
in vec4 diff_color;
layout (location = 0) out vec4 ocol0;

void main()
{
	r0 = diff_color;
	ocol0 = r0;
}

