HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_hdd0/ -> ./dev_hdd0/
LDR: ! /dev_hdd1/ -> ./dev_hdd1/
LDR: ! /dev_flash/ -> ./dev_flash/
LDR: ! /dev_usb000/ -> ./dev_usb000/
LDR: ! /dev_usb/ -> ./dev_usb000/
LDR: ! /app_home/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527/
LDR: ! /dev_bdvd/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527//../
LDR: ! /host_root/ -> 
LDR: ! /app_home/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527//USRDIR/
LDR: ! /dev_flash2/ -> ./dev_flash2/
LDR: ! /app_home/Game/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527//USRDIR/
LDR: ! //dev_hdd0/ -> ./dev_hdd0/
LDR: ! / -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527//USRDIR/
LDR: !  
LDR: ! Title: Tom Clancy's™ Splinter Cell® HD
HLE: W {PPU[1] Thread (CPUThread)[0x0079f040]} vfsLocalFile::Create('D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527\USRDIR\Data_SC\System\SplinterCellUser.ixx')
HLE: ! {PPU[1] Thread (CPUThread)[0x0079f040]} sys_fs: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/SplinterCellUser.ixx" opened: fd = 20
HLE: W {PPU[1] Thread (CPUThread)[0x0079f010]} sys_fs warning: cellFsClose(fd=20)
HLE: W {PPU[1] Thread (CPUThread)[0x0079f010]} sys_fs warning: cellFsClose(fd=19)
HLE: E {PPU[1] Thread (CPUThread)[0x0079f040]} sys_fs error: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/USERINFO" not found! flags: 0x00000000
HLE: W {PPU[1] Thread (CPUThread)[0x007a3004]} cellUserInfo warning: cellUserInfoGetStat(id=0, stat_addr=0xd000f88c)
HLE: ! {PPU[1] Thread (CPUThread)[0x0053e01c]} sys_ppu_thread: *** New PPU Thread [SaveInitThread] (non-joinable, entry=0x563e00): id = 21
HLE: W {PPU[21] Thread (SaveInitThread)[0x007a1034]} cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: ! {PPU[1] Thread (CPUThread)[0x0053e01c]} sys_ppu_thread: *** New PPU Thread [RenderingThread] (non-joinable, entry=0x5583e8): id = 22
TTY: 
TTY: 
HLE: ! {PPU[1] Thread (CPUThread)[0x0053e01c]} sys_ppu_thread: *** New PPU Thread [MAINTHREAD] (joinable, entry=0x558468): id = 23
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f04c]} sys_fs warning: cellFsStat(path="/dev_hdd0/game/NPEB00527/ICON0.PNG", sb_addr=0xd003fc10)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a701c]} cellGcmSys warning: _cellGcmInitBody(context_addr=0x71b2e8, cmdSize=0x200000, ioSize=0x1800000, ioAddress=0x30200000)
HLE: W {PPU[1] Thread (CPUThread)[0x002d9758]} sys_ppu_thread warning: sys_ppu_thread_join(thread_id=23, vptr_addr=0xd000fcc0)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f04c]} sys_fs warning: cellFsStat(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/Save/BIGSAVE", sb_addr=0xd003fc10)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a701c]} cellGcmSys warning: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a701c]} cellGcmSys warning: cellGcmInit(): 256MB io address space used
HLE: W {PPU[22] Thread (RenderingThread)[0x007a701c]} cellGcmSys warning: cellGcmMapEaIoAddress(ea=0x30200000, io=0x0, size=0x1800000)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f04c]} sys_fs warning: cellFsStat(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/Save/USR-DATA", sb_addr=0xd003fc10)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f04c]} sys_fs warning: cellFsStat: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/Save/USR-DATA" not found.
HLE: ! {PPU[21] Thread (SaveInitThread)[0x0053e01c]} sys_ppu_thread: *** New PPU Thread [Splinter_Cell_2_Load] (non-joinable, entry=0x563de8): id = 24
HLE: W {PPU[24] Thread (Splinter_Cell_2_Load)[0x007a10a0]} cellSysutil warning: cellSaveDataAutoLoad2(version=0, dirName_addr=0xd006fda0, errDialog=0, setBuf=0xd006fdc0, funcList=0x563e68, funcStat=0x563dc8, funcFile=0xffffffff, container=0x2, userdata_addr=0x9856f940)
HLE: W {PPU[24] Thread (Splinter_Cell_2_Load)[0x007a10a0]} cellSysutil warning: cellSaveDataAutoLoad2: Couldn't find save entry (NPEB00527-SPLINTE)
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=0)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=1)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=2)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=3)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=4)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=5)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=6)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=7)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=8)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=9)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=10)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=11)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=12)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=13)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7118]} cellGcmSys warning: cellGcmUnbindTile(index=14)
HLE: W {PPU[22] Thread (RenderingThread)[0x0053e034]} sys_lwmutex warning: sys_lwmutex_create(lwmutex_addr=0x6ea038, attr_addr=0xd004f8e0)
HLE: ! {PPU[22] Thread (RenderingThread)[0x0053e034]} sys_lwmutex: *** lwmutex created [] (attribute=0x21): sq_id = 25
HLE: W {PPU[22] Thread (RenderingThread)[0x007a107c]} cellSysutil warning: cellVideoOutGetResolutionAvailability(videoOut=0, resolutionId=0x81, option_addr=0x0, aspect=0x0, option=0x96b952b0)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a1010]} cellSysutil warning: cellVideoOutConfigure(videoOut=0, config_addr=0xd004fa28, option_addr=0x0, waitForEvent=0x0)
HLE: W {PPU[22] Thread (RenderingThread)[0x00359650]} sys_semaphore warning: sys_semaphore_create(sem_addr=0x70a220, attr_addr=0xd004f950, initial_count=1, max_count=2)
HLE: ! {PPU[22] Thread (RenderingThread)[0x00359650]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 26
HLE: W {PPU[22] Thread (RenderingThread)[0x007a70b8]} cellGcmSys warning: cellGcmSetFlipHandler(handler_addr=5764912)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7058]} cellGcmSys warning: cellGcmSetFlipMode(mode=2)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a70e8]} cellGcmSys warning: cellGcmSetVBlankHandler(handler_addr=0x0)
HLE: E {PPU[21] Thread (SaveInitThread)[0x0079f040]} sys_fs error: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../saveBackUp" not found! flags: 0x00000000
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f07c]} sys_fs warning: cellFsMkdir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../saveBackUp", mode=0x1c0)
HLE: ! {PPU[21] Thread (SaveInitThread)[0x0079f040]} sys_fs: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/Save/BIGSAVE" opened: fd = 27
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f0a0]} sys_fs warning: cellFsFstat(fd=27, sb_addr=0xd003fc20)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f010]} sys_fs warning: cellFsClose(fd=27)
HLE: W {PPU[21] Thread (SaveInitThread)[0x007a1034]} cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f01c]} sys_fs warning: cellFsOpendir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/Default", fd_addr=0xd003ef70)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f01c]} sys_fs warning: cellFsOpendir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/Default", fd_addr=0xd003ef70)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f004]} sys_fs warning: cellFsRmdir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/Default")
HLE: E {PPU[21] Thread (SaveInitThread)[0x0079f040]} sys_fs error: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/Default" not found! flags: 0x00000000
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f07c]} sys_fs warning: cellFsMkdir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/Default", mode=0x1c0)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f01c]} sys_fs warning: cellFsOpendir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/PS3", fd_addr=0xd003ef70)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f01c]} sys_fs warning: cellFsOpendir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/PS3", fd_addr=0xd003ef70)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f004]} sys_fs warning: cellFsRmdir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/PS3")
HLE: E {PPU[21] Thread (SaveInitThread)[0x0079f040]} sys_fs error: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/PS3" not found! flags: 0x00000000
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f07c]} sys_fs warning: cellFsMkdir(path="/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/../Save/PS3", mode=0x1c0)
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f040]} vfsLocalFile::Create('D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527\USRDIR\Data_SC\System\SplinterCellUser.ixx')
HLE: ! {PPU[21] Thread (SaveInitThread)[0x0079f040]} sys_fs: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/System/SplinterCellUser.ixx" opened: fd = 28
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f010]} sys_fs warning: cellFsClose(fd=28)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7100]} cellGcmSys warning: cellGcmSetTileInfo(index=0, location=0, offset=252116992, size=8912896, pitch=8192, comp=0, base=0, bank=0)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a704c]} cellGcmSys warning: cellGcmBindTile(index=0)
RSX: W {RSXThread} NV406E_SEMAPHORE_ACQUIRE: 2
HLE: W {PPU[21] Thread (SaveInitThread)[0x0079f040]} vfsLocalFile::Create('D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00527\USRDIR\Data_SC\Save\Default\Config.ixx')
HLE: W {PPU[22] Thread (RenderingThread)[0x007a7100]} cellGcmSys warning: cellGcmSetTileInfo(index=0, location=0, offset=243204096, size=17825792, pitch=8192, comp=0, base=0, bank=0)
HLE: W {PPU[22] Thread (RenderingThread)[0x007a704c]} cellGcmSys warning: cellGcmBindTile(index=0)
G: E {PPU[22] Thread (RenderingThread)[0x001cffec]} Exception: Access violation: addr = 0x7 (is_alive=1, last_syscall=0x0 (Unknown func id: 0x00000000))
HLE: ! {PPU[21] Thread (SaveInitThread)[0x0079f040]} sys_fs: "/dev_hdd0/game/NPEB00527/USRDIR/Data_SC/Save/Default/Config.ixx" opened: fd = 29
PPU: ! {PPULLVMRecompiler} Removed 4 old versions
PPU: ! {PPULLVMRecompiler} Removed 27 old versions
RSX: W {RSXThread} RSX thread aborted
RSX: W {VBlank thread} VBlank thread aborted
HLE: W {PPU[1] Thread (CPUThread)[0x002d9758]} sys_ppu_thread warning: sys_ppu_thread_join(23) aborted
PPU: ! {PPULLVMRecompiler} PPU LLVM compiler thread exiting.
HLE: W {PPU[17] Thread (Certification Thread)[0x0004c6d0]} sys_timer warning: sys_timer_usleep(sleep_time=281474976710655) aborted
HLE: W {PPU[23] Thread (MAINTHREAD)[0x0004c6d0]} sys_timer warning: sys_timer_usleep(sleep_time=281474976710655) aborted
HLE: ! All threads stopped...
MEM: ! Closing memory...
